,client_fk,client_name,onboarded_date,case_receiving_date,client_source,total_case,Within_TAT,tat_breach
53995,2064,Fortune Medcare Hospital,2021-08-11,2024-11-08,,2,1,1
54013,2406,Patna Diagnostic Center,2021-12-09,2024-10-30,Joel Elijah,4,4,0
54016,2441,Ohm Muruga Hospital,2021-12-21,2024-11-10,,2,1,1
54020,3474,Hindusthan Hospital,2023-11-24,2024-10-19,Amith,6,6,0
54023,3775,Chest Allergy And Sugar Clinic,2024-08-29,2024-10-14,Deepak Yadav and Saravan Choudhary,1,1,0
54062,3255,Padiyath Medicity Hospital,2023-07-05,2024-11-08,Mahesh Salien,1,0,1
54083,3590,Dr. Yogesh Dongre’s MegaScan Imaging Centre,2024-02-29,2024-10-23,Amith,2,2,0
54089,15,Madhubani Medical College & Hospital,2020-04-28,2024-10-12,,5,5,0
54182,778,Pen CT & MRI Scan Center,2019-02-02,2024-10-26,,1,1,0
54196,2843,Manav Seva Akshar Advance Imaging Centre,2024-09-15,2024-10-12,Anamika Kumari and Nikhil Hugar,2,1,1
54205,2370,A to Z Multispeciality Hospital,2021-11-26,2024-10-27,,3,2,1
54261,2468,Rohini Diagnostics Scan Centre,2022-01-08,2024-11-09,,1,0,1
54293,3549,Neuberg Ehrlich Laboratory Pvt Ltd Puducherry,2024-01-31,2024-10-30,Vaishak Shivadasan,1,1,0
54307,3722,Agrawal Diagnostic Centre LLP,2024-10-03,2024-11-07,Anamika Kumari and Nikhil Hugar,3,0,3
54308,866,Gadhinglaj Scan And Diagnostic Centre,2019-03-02,2024-10-14,,3,3,0
54380,3501,Numedisure Gaurav Hospital,2023-12-30,2024-11-04,Nikhil Hugar,1,1,0
54383,3653,The Bio Clinical Laboratory,2024-04-25,2024-10-22,Anthony Chethan,3,3,0
54397,13,Gokul Diagnostic and Scan Centre,2018-09-08,2024-11-01,,3,2,1
54414,2054,Imperial Hospital,2021-08-07,2024-11-02,,5,4,1
54427,3672,Rajanna CT Scan Center - Sircilla,2024-07-25,2024-10-16,Mahesh Salian,4,3,1
54428,1435,Chaudhari Diagnostics,2020-08-14,2024-10-28,,4,3,1
54463,3684,Marian Medical Centre - Puliyannoor,2024-06-05,2024-10-29,Abhilash Bharathan and Balaganesh A,2,2,0
54499,442,Malnad Hitech Diagnostic Centre,2024-08-19,2024-10-19,Mahesh Salian,5,4,1
54507,1539,HTS Digital X-ray - U2,2020-10-29,2024-11-06,,4,2,2
54546,3637,Maruti Diagnostics,2024-04-12,2024-10-13,Joel Elijah,3,3,0
54558,1539,HTS Digital X-ray - U2,2020-10-29,2024-10-21,,2,2,0
54572,2006,Sree Jayam Ortho & Multispeciality Hospital,2021-07-20,2024-10-22,Abhilash Bharathan,3,3,0
54598,2993,Sri Vijayendhar Reddy Hospital,2023-03-23,2024-10-25,,2,2,0
54635,3773,Sharana Krupa Digital X-Ray Scanning Center,2024-08-31,2024-10-26,Sunil,3,3,0
54642,3548,Lisie Hospital,2024-01-30,2024-11-08,Vaishak Shivadasan,5,0,5
54664,2370,A to Z Multispeciality Hospital,2021-11-26,2024-10-12,,4,4,0
54668,3843,Unique Sonography & Orthocare - Nashik,2024-10-05,2024-10-15,Anamika Kumari and Nikhil Hugar,2,2,0
54687,596,Micro Lab & Digital X-ray,2019-05-08,2024-10-28,,2,1,1
54695,380,Pulse Diagnostics - Berhampore,2018-05-11,2024-10-17,,2,2,0
54704,3447,Bansal Hospital Sagar,2023-10-20,2024-11-02,Mahesh Salian,11,6,5
54715,1533,Vishal Multi Specialty Health Care Centre,2020-10-27,2024-10-29,,2,1,1
54829,3293,San Camilo,2021-10-20,2024-10-22,Vaishak Shivadasan,26,22,4
54901,2054,Imperial Hospital,2021-08-07,2024-10-16,,2,1,1
54903,3310,Raksha  Health Care,2023-08-18,2024-10-28,Amith,2,2,0
54920,3788,Bharat Cancer Hospital And Research Institute,2024-08-29,2024-10-26,Deepak Yadav and Saravan Choudhary,12,0,0
54955,2839,Eskag Sanjeevani Multispecialty Hospital - Baranagar,2022-11-11,2024-10-12,,8,8,0
54969,2835,Kaya Health Care,2022-11-09,2024-10-21,,2,2,0
55043,3687,Bhole Vighnaharta Multi Speciality Hospital Parola,2024-06-07,2024-10-30,Nikhil Hugar,5,5,0
55160,2160,VK Medical Centre,2021-09-02,2024-10-28,Amith,1,1,0
55162,2006,Sree Jayam Ortho & Multispeciality Hospital,2021-07-20,2024-11-08,Abhilash Bharathan,2,1,1
55228,432,Preciise Diagnostics,2017-03-20,2024-10-29,,1,0,1
55241,1941,Modern CT Scan Centre,2021-06-09,2024-10-22,,1,1,0
55271,2607,Subuhani Diagnostic Center,2022-05-10,2024-11-01,,2,2,0
55276,3705,Dorika Hospital - Assam,2024-06-28,2024-10-31,Mahesh Salian,2,1,1
55298,2459,Agarwal Nursing Home,2022-01-03,2024-10-14,,5,3,2
55308,2986,Little Clinic,2023-03-17,2024-11-03,,2,0,2
55372,521,Rahul CT Scan Centre,2019-02-07,2024-11-05,,1,1,0
55377,581,RR Diagnostics,2017-08-28,2024-10-19,,2,2,0
55380,2993,Sri Vijayendhar Reddy Hospital,2023-03-23,2024-10-29,,1,1,0
55402,216,SG Hospital,2020-01-31,2024-10-30,,2,2,0
55407,3005,Cosmos Health Care,2023-03-30,2024-11-07,5C Admin (Sathish),1,0,1
55411,596,Micro Lab & Digital X-ray,2019-05-08,2024-10-13,,2,2,0
55423,1539,HTS Digital X-ray - U2,2020-10-29,2024-11-02,,2,2,0
55428,2265,Vardhman Diagnostics Pvt. Ltd.,2021-10-12,2024-10-14,,28,20,8
55434,1533,Vishal Multi Specialty Health Care Centre,2020-10-27,2024-10-12,,2,2,0
55478,568,Life Support Diagnostics Centre,2019-06-28,2024-10-26,,1,1,0
55487,2658,Apoorva Diagnostic Unit-1,2022-06-06,2024-10-26,,1,0,1
55519,3533,Maitreya Hospital,2024-01-20,2024-11-03,Mahesh Salian,3,1,2
55544,618,Lotus Diagnostic - AS,2020-02-10,2024-10-16,,1,1,0
55546,1037,Jupiter Lifeline Hospital,2019-05-22,2024-10-25,,1,1,0
55566,2742,RV Kani Lab,2022-08-01,2024-10-22,,3,2,1
55597,2029,Mudalagi CT Scan Centre,2024-07-01,2024-10-30,Rajendra Prasad,3,3,0
55600,2742,RV Kani Lab,2022-08-01,2024-10-17,,1,1,0
55611,2856,Sattva Diagnostics,2022-12-07,2024-10-15,,3,3,0
55623,1090,Mhaskar Hospital,2019-05-23,2024-10-15,,6,6,0
55645,1892,Goalpara Sonoscan Centre,2021-05-05,2024-10-25,,4,4,0
55691,3426,Dr. Das Multispeciality Hospital,2023-09-25,2024-10-13,Mahesh,1,1,0
55700,3833,Sarthi Diagnostics,2024-09-30,2024-10-17,Deepak Yadav and Saravan Choudhary,1,1,0
55705,2459,Agarwal Nursing Home,2022-01-03,2024-10-31,,5,2,3
55735,2468,Rohini Diagnostics Scan Centre,2022-01-08,2024-11-01,,2,2,0
55769,1016,Sindhura Hospitals,2018-11-06,2024-11-01,,2,2,0
55802,428,Shishudeep Hospital,2019-01-23,2024-10-17,,1,1,0
55804,2844,Prakhar High Tech CT Scan,2022-11-21,2024-10-29,,3,0,3
55833,3789,NMB Diagnostics - Hooghly,2024-09-02,2024-10-15,Sandipan Das and Mukta Nandi,7,7,0
55835,3256,NKG Diagnostic,2023-07-08,2024-10-23,5C Admin (Dhiren Lohar),8,8,0
55886,1697,Platinum Diagnostic Centre,2021-02-23,2024-11-04,,1,1,0
55912,3483,Skyline Medicos and Diagnostics Center ,2023-12-06,2024-10-18,,3,3,0
55932,1892,Goalpara Sonoscan Centre,2021-05-05,2024-10-24,,3,3,0
55939,2145,Anjali Pathology,2021-08-28,2024-11-09,,1,1,0
55968,1223,Pinarc Health Imaging CT Scan Centre,2024-05-22,2024-10-24,Nikhil Hugar,2,0,2
55979,3217,CRH ENT MRI And Diagnostics,2023-06-03,2024-10-18,5C Admin (Vaishak),2,2,0
56040,3811,Annai Amaravathi CT Scan & Lab - Tirunelveli,2024-09-13,2024-10-15,Ayyappan Nagarajan and Balaganesh A,1,1,0
56052,3673,Tambo Salud,2024-05-09,2024-10-19,Vaishak Shivadasan,4,4,0
56098,751,Aditya Criticare Pvt. Ltd.,2019-02-16,2024-11-10,,1,0,1
56141,2839,Eskag Sanjeevani Multispecialty Hospital - Baranagar,2022-11-11,2024-10-29,,8,6,2
56153,2782,Apex Diagno Solution,2022-09-20,2024-10-20,,2,2,0
56154,2835,Kaya Health Care,2022-11-09,2024-10-20,,2,2,0
56167,3687,Bhole Vighnaharta Multi Speciality Hospital Parola,2024-06-07,2024-11-08,Nikhil Hugar,3,3,0
56215,1539,HTS Digital X-ray - U2,2020-10-29,2024-10-29,,2,2,0
56239,3536,Shrinivas (G) Educational & Research Institute of  Medical Sciences,2024-05-17,2024-11-05,Mahesh Salian,1,1,0
56245,3747,BELS Hospital,2024-08-03,2024-10-19,Mahesh Salian,1,1,0
56259,2265,Vardhman Diagnostics Pvt. Ltd.,2021-10-12,2024-10-18,,2,2,0
56292,3789,NMB Diagnostics - Hooghly,2024-09-02,2024-10-14,Sandipan Das and Mukta Nandi,19,18,1
56303,2908,Blue Bliss Hospital,2023-01-25,2024-10-21,,1,0,1
56386,3008,TGH Onco Life Cancer Centre,2023-03-31,2024-11-09,Rajendra Prasad,5,0,0
56394,2420,Meditech Diagnostic Centre,2021-12-15,2024-10-28,,2,1,1
56403,432,Preciise Diagnostics,2017-03-20,2024-10-12,,1,1,0
56436,2208,AR Raheman Multispecialty Hospital,2021-09-20,2024-10-27,,1,1,0
56449,3467,Ashirwad Clinic And Diagnostic Centre ,2023-11-21,2024-10-19,Nikhil Hugar,1,0,1
56455,751,Aditya Criticare Pvt. Ltd.,2019-02-16,2024-10-30,,1,1,0
56490,2638,Life Care Health Diagnostic - Karwar,2022-05-25,2024-10-25,,2,2,0
56514,3332,Saikrupa Clinic,2023-09-05,2024-11-06,Abhilash ,1,1,0
56590,2980,Shanmuga Hospital Private Ltd.,2023-03-14,2024-10-14,,7,7,0
56601,1597,DMR Polyclinic,2020-12-10,2024-10-13,,1,1,0
56619,3536,Shrinivas (G) Educational & Research Institute of  Medical Sciences,2024-05-17,2024-11-10,Mahesh Salian,1,1,0
56696,384,Primecare Hospital,2018-09-06,2024-10-16,,4,4,0
56723,1037,Jupiter Lifeline Hospital,2019-05-22,2024-11-03,,12,6,6
56772,2897,Adarsh Nursing Home,2024-06-24,2024-10-31,Rajendra Prasad,1,1,0
56774,3065,Santhosh Nursing Home Multi Speciality Hospital,2023-04-29,2024-11-10,5C Admin (Sathish),2,2,0
56804,2067,Prism Johnson Limited Medical Centre  (Cement Division),2021-08-13,2024-11-05,,1,1,0
56817,754,Parkmed Healthcare,2017-08-09,2024-11-05,,1,1,0
56835,3008,TGH Onco Life Cancer Centre,2023-03-31,2024-11-06,Rajendra Prasad,1,0,0
56848,521,Rahul CT Scan Centre,2019-02-07,2024-10-30,,1,1,0
56864,1954,Patidar Diagnostic,2021-06-16,2024-10-15,,9,8,1
56868,1803,Global Diagnostics,2024-05-25,2024-11-07,Joel Elijah,2,2,0
56874,3882,Comfort Hospital,2024-11-08,2024-11-10,Apoorv L Salehittal,1,0,1
56886,1372,Ebisu Diagnostics - Dasarhalli,2020-06-06,2024-10-28,,2,0,2
56888,1718,Sonoscan Healthcare Pvt. Ltd. -  U2,2021-03-02,2024-10-20,,23,23,0
56892,432,Preciise Diagnostics,2017-03-20,2024-11-08,,1,0,1
56895,778,Pen CT & MRI Scan Center,2019-02-02,2024-10-24,,1,1,0
56919,106,Focus Diagnostics Center - Rajajinagar,2017-05-01,2024-11-07,,1,1,0
56970,3684,Marian Medical Centre - Puliyannoor,2024-06-05,2024-10-18,Abhilash Bharathan and Balaganesh A,6,6,0
57018,1223,Pinarc Health Imaging CT Scan Centre,2024-05-22,2024-11-02,Nikhil Hugar,3,0,3
57035,3788,Bharat Cancer Hospital And Research Institute,2024-08-29,2024-10-24,Deepak Yadav and Saravan Choudhary,12,0,0
57111,3637,Maruti Diagnostics,2024-04-12,2024-11-05,Joel Elijah,2,2,0
57134,2730,GNRC Hospital - Sixmile,2022-07-20,2024-11-05,,19,18,1
57169,3108,Meenakshi Memorial Hospital,2023-05-15,2024-10-18,Rajendra Prasad,1,1,0
57208,3784,Guru Hospital,2024-08-23,2024-10-21,Apoorv L Salehittal,3,2,1
57246,2742,RV Kani Lab,2022-08-01,2024-10-19,,2,2,0
57250,2577,Kamareddy MRI & Diagnostic Centre,2022-04-18,2024-11-09,,2,0,2
57260,3614,Arekere Life Care Diagnostics & Multispeciality Clinic,2024-03-25,2024-10-21,Podugu Bhanuprakash,4,4,0
57265,2913,Sushruta Diagnostic Centre - Mudgal,2023-01-31,2024-10-14,,1,0,1
57274,3634,Padma Devaiah Multi-Speciality Hospital,2024-04-09,2024-11-03,Mahesh Salian,2,2,0
57307,399,Yenepoya Specialty Hospital,2016-11-07,2024-11-09,,4,0,4
57339,3773,Sharana Krupa Digital X-Ray Scanning Center,2024-08-31,2024-10-31,Sunil,4,4,0
57440,2986,Little Clinic,2023-03-17,2024-10-29,,2,2,0
57457,778,Pen CT & MRI Scan Center,2019-02-02,2024-10-25,,1,1,0
57479,255,JJ Digital X-ray Lab & ECG Services - Thambaram,2019-05-04,2024-11-05,,2,2,0
57489,2193,Grand CT Scans,2021-09-15,2024-10-27,,3,1,2
57500,2064,Fortune Medcare Hospital,2021-08-11,2024-11-06,,2,1,1
57548,3595,SreeNagar Diagnostics,2024-03-07,2024-10-14,Vaishak Shivadasan,5,5,0
57553,3637,Maruti Diagnostics,2024-04-12,2024-10-29,Joel Elijah,1,1,0
57636,2839,Eskag Sanjeevani Multispecialty Hospital - Baranagar,2022-11-11,2024-11-08,,25,24,1
57653,618,Lotus Diagnostic - AS,2020-02-10,2024-10-15,,2,2,0
57668,3533,Maitreya Hospital,2024-01-20,2024-10-12,Mahesh Salian,1,1,0
57673,106,Focus Diagnostics Center - Rajajinagar,2017-05-01,2024-10-26,,2,0,2
57681,3653,The Bio Clinical Laboratory,2024-04-25,2024-11-08,Anthony Chethan,9,9,0
57732,3122,Megsan Diagnostics - Rajahmundry,2023-05-20,2024-10-22,Sathish Jalari,7,7,0
57753,1372,Ebisu Diagnostics - Dasarhalli,2020-06-06,2024-11-01,,2,2,0
57779,2902,Shree Clinical Laboratory,2024-05-16,2024-11-06,Joel Elijah,2,2,0
57880,3784,Guru Hospital,2024-08-23,2024-11-01,Apoorv L Salehittal,3,3,0
57883,2419,Shri Krishna  X-ray,2021-12-14,2024-10-30,,2,2,0
57887,1941,Modern CT Scan Centre,2021-06-09,2024-10-25,,1,1,0
57897,137,Bharat Scans - AshokNagar,2018-04-20,2024-10-14,,1,1,0
57929,2393,Camry Hospital,2021-12-02,2024-11-04,,1,1,0
57939,3016,Mother's Care Children Hospital & Research Centre,2023-04-06,2024-10-21,5C Admin (Vaishak),1,1,0
57959,399,Yenepoya Specialty Hospital,2016-11-07,2024-10-28,,1,0,1
57994,2908,Blue Bliss Hospital,2023-01-25,2024-10-16,,1,1,0
58000,2459,Agarwal Nursing Home,2022-01-03,2024-11-06,,4,3,1
58023,521,Rahul CT Scan Centre,2019-02-07,2024-10-15,,1,1,0
58049,3795,Gunjan Diagnostic,2024-09-03,2024-10-24,Nikhil Hugar,12,11,1
58054,3791,Nidan Prime Scan Centre - A Venture Of Sgla Imaging llp,2024-08-30,2024-11-03,Anamika Kumari and Nikhil Hugar,1,1,0
58063,3736,Ratan Ultrasound Center,2024-08-09,2024-10-14,Sunil Malik and Akshat Misra,11,10,1
58089,2835,Kaya Health Care,2022-11-09,2024-10-22,,2,1,1
58098,350,Sehgal Neo Hospital,2019-09-18,2024-10-27,,3,2,1
58118,3131,Eskag Sanjeevani Pvt. Ltd. (Super Specialty Hospital - Balurghat),2023-05-22,2024-11-02,5C Admin (Amith),4,0,4
58125,3467,Ashirwad Clinic And Diagnostic Centre ,2023-11-21,2024-10-22,Nikhil Hugar,1,0,1
58142,3844,Bhardwaj Hospital - Himachal Pradesh,2024-10-05,2024-11-06,Anil Kumar and Saravan Choudhary,2,2,0
58143,3810,Pratham MRI And CT Scan Centre,2024-09-12,2024-11-07,Anamika Kumari and Nikhil Hugar,2,0,2
58194,3332,Saikrupa Clinic,2023-09-05,2024-10-17,Abhilash ,1,1,0
58218,350,Sehgal Neo Hospital,2019-09-18,2024-10-12,,8,8,0
58267,269,Reshama X-ray And Pathology Centre,2020-03-08,2024-11-08,,2,2,0
58273,3773,Sharana Krupa Digital X-Ray Scanning Center,2024-08-31,2024-11-08,Sunil,1,1,0
58302,2639,Affiniti Scan Center,2022-05-27,2024-11-07,,1,0,1
58323,3843,Unique Sonography & Orthocare - Nashik,2024-10-05,2024-10-29,Anamika Kumari and Nikhil Hugar,2,2,0
58378,3775,Chest Allergy And Sugar Clinic,2024-08-29,2024-11-09,Deepak Yadav and Saravan Choudhary,1,1,0
58385,3590,Dr. Yogesh Dongre’s MegaScan Imaging Centre,2024-02-29,2024-11-07,Amith,1,1,0
58438,2193,Grand CT Scans,2021-09-15,2024-10-31,,2,2,0
58450,825,Bone And Joint Clinic,2019-05-13,2024-10-28,,1,1,0
58475,3875,Ruban Memorial Hospital - Patna,2024-11-04,2024-11-09,,24,24,0
58495,3720,Vinayak Medicare Hospital,2024-07-13,2024-10-15,Amith,2,2,0
58498,333,Aayush Hospital & Maternity Home,2019-03-08,2024-10-14,,1,1,0
58521,1023,Mother's Hospital,2019-08-09,2024-11-10,,1,0,1
58555,1041,Sreema X-ray,2018-09-30,2024-10-23,,3,3,0
58561,1372,Ebisu Diagnostics - Dasarhalli,2020-06-06,2024-10-20,,5,5,0
58566,3310,Raksha  Health Care,2023-08-18,2024-10-25,Amith,7,7,0
58584,3590,Dr. Yogesh Dongre’s MegaScan Imaging Centre,2024-02-29,2024-10-24,Amith,3,1,2
58592,2029,Mudalagi CT Scan Centre,2024-07-01,2024-10-13,Rajendra Prasad,1,1,0
58593,3789,NMB Diagnostics - Hooghly,2024-09-02,2024-10-18,Sandipan Das and Mukta Nandi,2,2,0
58597,1372,Ebisu Diagnostics - Dasarhalli,2020-06-06,2024-11-05,,1,0,1
58616,3256,NKG Diagnostic,2023-07-08,2024-10-14,5C Admin (Dhiren Lohar),4,3,1
58622,106,Focus Diagnostics Center - Rajajinagar,2017-05-01,2024-10-30,,1,0,1
58637,2803,Sri Banadeshwara HI-Tech Lab & Scanning Center,2022-10-12,2024-10-12,,1,1,0
58666,2821,Venture Diagnostics - Coimbatore,2024-05-15,2024-10-19,Abhilash Bharathan and Balaganesh A,1,1,0
58700,3672,Rajanna CT Scan Center - Sircilla,2024-07-25,2024-10-30,Mahesh Salian,3,3,0
58704,3447,Bansal Hospital Sagar,2023-10-20,2024-10-25,Mahesh Salian,6,6,0
58753,3210,B & B Memorial Hospital,2023-05-31,2024-10-30,5C Admin (Vaishak),1,1,0
58791,1892,Goalpara Sonoscan Centre,2021-05-05,2024-10-26,,2,2,0
58820,1954,Patidar Diagnostic,2021-06-16,2024-10-21,,2,1,1
58824,3687,Bhole Vighnaharta Multi Speciality Hospital Parola,2024-06-07,2024-10-14,Nikhil Hugar,4,4,0
58841,866,Gadhinglaj Scan And Diagnostic Centre,2019-03-02,2024-10-17,,1,1,0
58863,3612,Shri Siddhi vinayak hospital ,2024-03-22,2024-10-16,Vaishak Shivadasan,1,1,0
58910,2006,Sree Jayam Ortho & Multispeciality Hospital,2021-07-20,2024-11-02,Abhilash Bharathan,4,2,2
58985,1037,Jupiter Lifeline Hospital,2019-05-22,2024-10-19,,2,1,1
59005,1506,Krishna Hospital & Research Center,2020-10-09,2024-11-10,,1,0,1
59015,1146,Alurwar Diagnostic Center,2019-05-25,2024-11-08,,1,0,1
59043,3008,TGH Onco Life Cancer Centre,2023-03-31,2024-10-25,Rajendra Prasad,2,0,0
59053,1890,Narmada Apna Hospital,2021-05-05,2024-10-20,,2,2,0
59072,2967,Saraimeer Diagnostic Center,2023-03-07,2024-10-25,,1,1,0
59077,1506,Krishna Hospital & Research Center,2020-10-09,2024-10-30,,4,4,0
59082,1090,Mhaskar Hospital,2019-05-23,2024-10-13,,3,2,1
59107,1892,Goalpara Sonoscan Centre,2021-05-05,2024-10-27,,4,0,4
59109,3552,St.Isabel's Hospital,2024-02-01,2024-11-05,Yesu Samuels ,3,3,0
59129,3448,Shree Balaji Multi Speciality Health Centre,2023-10-21,2024-10-14,,1,1,0
59134,1747,Raj Scanning Centre,2021-03-15,2024-10-15,,10,7,3
59161,3789,NMB Diagnostics - Hooghly,2024-09-02,2024-10-16,Sandipan Das and Mukta Nandi,9,9,0
59232,3810,Pratham MRI And CT Scan Centre,2024-09-12,2024-11-03,Anamika Kumari and Nikhil Hugar,4,3,1
59264,2571,21st Century Hospital,2022-04-14,2024-10-24,,3,3,0
59271,3829,Pooja Multislice CT Scan Centre,2024-09-26,2024-10-14,Deepak Yadav and Saravan Choudhary,3,3,0
59303,3789,NMB Diagnostics - Hooghly,2024-09-02,2024-10-17,Sandipan Das and Mukta Nandi,12,12,0
59310,3483,Skyline Medicos and Diagnostics Center ,2023-12-06,2024-10-27,,1,1,0
59370,1372,Ebisu Diagnostics - Dasarhalli,2020-06-06,2024-11-09,,1,1,0
59386,3718,Blue Hills Hospital and Research Centre,2024-07-31,2024-10-24,Joel Elijah,1,1,0
59398,2843,Manav Seva Akshar Advance Imaging Centre,2024-09-15,2024-10-16,Anamika Kumari and Nikhil Hugar,1,0,1
59405,106,Focus Diagnostics Center - Rajajinagar,2017-05-01,2024-11-03,,1,1,0
59406,1778,Phoenix Medical Centre,2021-03-30,2024-10-14,,1,1,0
59432,3332,Saikrupa Clinic,2023-09-05,2024-10-22,Abhilash ,1,0,1
59452,2835,Kaya Health Care,2022-11-09,2024-10-23,,1,1,0
59454,1372,Ebisu Diagnostics - Dasarhalli,2020-06-06,2024-10-24,,2,2,0
59487,2495,Sure Tech Hospital,2022-01-27,2024-11-09,,1,0,1
59538,3491,Mahisagar Imaging Center,2023-12-19,2024-10-14,Nikhil Hugar,1,1,0
59588,2054,Imperial Hospital,2021-08-07,2024-10-26,,2,1,1
59594,507,Mann Scanning & Diagnostic Center,2019-08-22,2024-10-24,,1,1,0
59663,2178,Arogya Hospital - Delhi,2024-06-21,2024-10-31,Akshat Misra and Nikhil Hugar,2,2,0
59667,2733,Sri Srinivasa  Multi Speciality  Hospital,2022-07-21,2024-10-26,,3,3,0
59706,1979,Shri Balaji 4th Generation MRI & Diagnostic Center,2021-07-05,2024-11-09,Mahesh Salian,2,0,2
59743,269,Reshama X-ray And Pathology Centre,2020-03-08,2024-10-21,,1,1,0
59749,2737,Safe Diagnostic,2022-07-25,2024-11-09,,3,3,0
59755,2831,RS Gaur Global Multispeciality Hospital Pvt.Ltd.,2022-11-07,2024-10-25,,3,2,1
59757,432,Preciise Diagnostics,2017-03-20,2024-10-24,,2,1,1
59758,726,Mariahu Pathology & Digital X-ray Center,2019-08-15,2024-10-22,,2,2,0
59847,1944,Pandian Multispeciality Hospital,2021-06-10,2024-10-18,,7,7,0
59899,3722,Agrawal Diagnostic Centre LLP,2024-10-03,2024-10-20,Anamika Kumari and Nikhil Hugar,1,1,0
59907,2782,Apex Diagno Solution,2022-09-20,2024-10-16,,19,19,0
59916,3293,San Camilo,2021-10-20,2024-11-04,Vaishak Shivadasan,19,16,3
59957,618,Lotus Diagnostic - AS,2020-02-10,2024-10-23,,2,2,0
59963,3485,Kailash Omega Cancer Centre,2023-12-08,2024-11-05,Vaishak Shivadasan,6,0,0
59990,3533,Maitreya Hospital,2024-01-20,2024-10-29,Mahesh Salian,1,1,0
59995,1597,DMR Polyclinic,2020-12-10,2024-10-29,,1,1,0
60010,2980,Shanmuga Hospital Private Ltd.,2023-03-14,2024-10-30,,2,2,0
60014,2404,Surya Diagnostics Centre,2021-12-08,2024-10-12,,1,1,0
60038,1145,Sri Vaishnavi Diagnostics And Scanning Centre,2019-01-29,2024-11-01,,1,1,0
60130,2638,Life Care Health Diagnostic - Karwar,2022-05-25,2024-11-07,,2,2,0
60134,3310,Raksha  Health Care,2023-08-18,2024-10-17,Amith,5,5,0
60150,1954,Patidar Diagnostic,2021-06-16,2024-11-08,,3,3,0
60214,2730,GNRC Hospital - Sixmile,2022-07-20,2024-11-02,,19,18,1
60215,618,Lotus Diagnostic - AS,2020-02-10,2024-11-10,,1,0,1
60263,2027,Taraiya Digital X-ray,2021-07-30,2024-11-08,,1,1,0
60278,1372,Ebisu Diagnostics - Dasarhalli,2020-06-06,2024-10-12,,15,14,1
60282,12,Mahadev Multispeciality Hospital,2018-10-29,2024-10-14,,5,3,2
60289,1954,Patidar Diagnostic,2021-06-16,2024-11-01,,6,5,1
60297,1941,Modern CT Scan Centre,2021-06-09,2024-10-17,,1,1,0
60305,409,RR Hospital - Bhopal,2024-05-01,2024-10-30,Sunil,1,1,0
60308,3751,Krishna Super Speciality Hospital,2024-08-07,2024-10-13,Nikhil Hugar,5,5,0
60328,27,New Surya Chikitsalaya,2019-10-21,2024-10-13,,1,1,0
60341,1094,Sarvoday Hospital,2019-02-09,2024-10-26,,1,0,1
60376,3653,The Bio Clinical Laboratory,2024-04-25,2024-11-05,Anthony Chethan,3,3,0
60405,2830,Sukanta Health Care & Research Centre,2022-11-07,2024-11-01,,1,1,0
60427,3008,TGH Onco Life Cancer Centre,2023-03-31,2024-11-07,Rajendra Prasad,3,0,0
60432,3614,Arekere Life Care Diagnostics & Multispeciality Clinic,2024-03-25,2024-10-15,Podugu Bhanuprakash,1,1,0
60433,3862,Adarsh Healthcare,2024-10-23,2024-10-23,Abhisankar Biswal and Mukta Nandi,1,1,0
60492,3548,Lisie Hospital,2024-01-30,2024-10-28,Vaishak Shivadasan,5,0,5
60533,2897,Adarsh Nursing Home,2024-06-24,2024-10-28,Rajendra Prasad,1,1,0
60545,255,JJ Digital X-ray Lab & ECG Services - Thambaram,2019-05-04,2024-11-02,,1,1,0
60548,2577,Kamareddy MRI & Diagnostic Centre,2022-04-18,2024-10-13,,2,1,1
60595,209,Dr. Vhanmane Wellcare,2019-08-26,2024-10-24,,1,1,0
60625,1872,Kamalabai CT Scan,2021-04-26,2024-11-02,,1,0,1
60631,2366,Surakshaa Hospital,2021-11-25,2024-10-20,,1,1,0
60668,1551,Public Labs,2020-11-10,2024-11-08,,1,1,0
60674,1886,Dialab Diagnostics And Imaging Centre,2021-05-04,2024-10-24,,2,1,1
60724,2980,Shanmuga Hospital Private Ltd.,2023-03-14,2024-11-03,,6,4,2
60731,3705,Dorika Hospital - Assam,2024-06-28,2024-10-24,Mahesh Salian,1,1,0
60758,12,Mahadev Multispeciality Hospital,2018-10-29,2024-10-15,,1,1,0
60764,1506,Krishna Hospital & Research Center,2020-10-09,2024-10-27,,7,2,5
60793,2459,Agarwal Nursing Home,2022-01-03,2024-10-26,,5,5,0
60847,1979,Shri Balaji 4th Generation MRI & Diagnostic Center,2021-07-05,2024-11-02,Mahesh Salian,5,4,1
60866,1146,Alurwar Diagnostic Center,2019-05-25,2024-11-04,,2,1,1
60868,212,Hope Scan Centre - UP,2020-03-18,2024-11-03,,5,2,3
60891,3813,New Marvel Healthcare & Diagnostics,2024-09-13,2024-11-01,Rajendra Prasad and Nithin Bharadhwaj,1,1,0
60932,1551,Public Labs,2020-11-10,2024-11-04,,2,2,0
60937,726,Mariahu Pathology & Digital X-ray Center,2019-08-15,2024-10-23,,1,1,0
